#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_g
@MAGSYS  Linear_AB11_off
53662.22  17.431  0.009
53663.19  17.386  0.007
53665.16  17.31  0.006
53666.22  17.292  0.007
53669.15  17.325  0.006
53671.24  17.378  0.007
53673.22  17.456  0.007
53675.2  17.564  0.007
53682.25  18.089  0.029
53684.2  18.277  0.012
53687.21  18.552  0.02
53690.23  18.83  0.025
53695.25  19.194  0.018
53699.15  19.545  0.012
53703.19  19.809  0.016
53713.05  20.166  0.025
53730.16  20.388  0.026
53737.09  20.555  0.026
53739.13  20.545  0.028
53740.11  20.579  0.027
53746.08  20.578  0.059
53751.12  20.719  0.15
53755.11  20.666  0.037
