#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6021.041624628391     All      0.27779914993426014        0.012843346280888568       0.0038989192106875237      -0.0861308311796441        
Zeropoint     AB|SDSS|SDSS_z                             8554.534315708333     All      0.09405888289890206        -0.01161308925841098       0.027633982030961235       -0.03318766013650533       
Zeropoint     AB|SDSS|SDSS_g                             4540.716401484604     All      -0.18485973826163066       0.18644091120147976        -0.03516001697767557       0.1193758068850713         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4618.812262818406     All      -0.1813020229109713        0.24862575430057987        0.08338775107272767        0.14376283358583547        
Zeropoint     AB|SDSS|SDSS_r                             5933.35891975792      All      0.39734830671928595        0.0167035649565328         -0.14448083184548377       -0.13043603118097213       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7310.042731790706     All      0.15366737124075253        -0.011299107234918893      0.08678579785221796        -0.04986215771007087       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4228.108324290081     All      -0.20708272694223834       0.15250281481336003        -0.04818080645457856       0.11497875285710786        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3455.312166343537     All      -0.08189399276046161       0.03968149106272634        0.009840683895234736       0.04004027932144466        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5225.1732268801825    All      0.1111311861299331         0.08880302882756652        -0.0030288939000922        -0.007408181031491601      
Zeropoint     AB|SDSS|SDSS_i                             7195.234735728689     All      0.18865715645492698        -0.014550917310529599      0.10198564170682545        -0.06164040418619593       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7335.572581083642     All      0.1329571866565223         -0.009559260985714246      0.09907014756342924        -0.042001249975910995      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4225.113837205285     All      -0.12295096486457527       0.09751168842786484        0.03162446029951749        0.07322319360048013        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              5978.836186876994     All      0.38176056281860626        0.01811236557500706        -0.1078266030416275        -0.12326398757664565       
Zeropoint     AB|SDSS|SDSS_u                             3453.153748061058     All      -0.0830547106362267        0.041375664973131165       0.03300633631355687        0.042003988170786696       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5165.57836093605      All      0.12203957380718222        0.14024407272472672        -0.13476917286938672       -8.432500506888596e-05     
Check         All|All|All                                All                   All      0.9982752202842676         0.99582232835429           0.0037873948563138526      -0.0006299735617793928     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6021.041624628391     All      -6.080765602066824e-05     -7.50966197462201e-06      -7.203084734556595e-05     1.4146504221401854e-05     
Lambda        AB|SDSS|SDSS_z                             8554.534315708333     All      -5.139461237248301e-06     -1.5059682376326256e-07    -1.2952363917870523e-05    1.0470327546373867e-06     
Lambda        AB|SDSS|SDSS_g                             4540.716401484604     All      -5.0988763897842836e-05    -2.0398577242390626e-05    -0.0003489665472985159     -5.608544079623606e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4618.812262818406     All      -6.88933164015705e-05      -3.083886366881639e-05     -0.0004000534154465965     -5.456959343136682e-06     
Lambda        AB|SDSS|SDSS_r                             5933.35891975792      All      -8.821587338854193e-05     -2.645195511615192e-06     -6.996202618598985e-05     2.4751101071480823e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7310.042731790706     All      -5.829241775613218e-05     -6.887330147969564e-06     -0.0002103516171026396     7.357301649870031e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4228.108324290081     All      -0.00010968664640233515    3.694273253608049e-05      -0.00023340913828072583    3.7346034851451536e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3455.312166343537     All      -0.00015759442651380273    6.622996811207456e-05      4.2023756495844085e-06     7.309450165793823e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5225.1732268801825    All      2.6520165770481303e-05     8.330153470626257e-06      -0.00017278467287138794    -1.3635671818643386e-05    
Lambda        AB|SDSS|SDSS_i                             7195.234735728689     All      -0.00012696302176941205    -1.0030320625877282e-05    -0.0004098118092623119     1.9800808884233886e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7335.572581083642     All      -5.9077395408940965e-05    2.0253408397901114e-06     -8.816594354720771e-05     1.5968730287545155e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4225.113837205285     All      -3.817465145345389e-05     2.4104785037798377e-05     -3.152297740706382e-05     1.8879735695923297e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              5978.836186876994     All      -8.104145486646052e-05     -1.1722282935653761e-05    -0.00023633857674876433    1.2032829614405877e-05     
Lambda        AB|SDSS|SDSS_u                             3453.153748061058     All      -6.823456962845069e-05     2.219630236743265e-05      -5.0481390827256334e-05    2.7203557476400397e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5165.57836093605      All      -3.5310014792469996e-05    9.664135040780193e-06      -0.0004738100415676628     -6.494405818084567e-06     
MWEBV         All|All|All                                All                   All      -0.9449103697244374        -3.833554794854166         0.05391232633287224        -0.9385206633296824        
Redshift      All|All|All                                All                   All      6.662934016774082          0.7702542992927164         8.068223641474436          -1.5593918822799244        
