#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_B
@MAGSYS  Linear_AB11_off
53662.22  17.513  0.013
53663.19  17.476  0.009
53665.16  17.413  0.007
53666.22  17.398  0.007
53669.15  17.442  0.006
53671.24  17.514  0.007
53673.22  17.624  0.008
53675.2  17.736  0.008
53682.25  18.382  0.045
53684.2  18.555  0.011
53687.21  18.873  0.02
53690.23  19.141  0.041
53695.25  19.583  0.03
53699.15  19.91  0.021
53703.19  20.193  0.027
53713.05  20.459  0.047
53722.13  20.675  0.062
53726.13  20.706  0.04
53730.16  20.759  0.043
53737.09  20.896  0.037
53739.13  20.876  0.045
53740.11  20.968  0.054
53755.11  21.066  0.105
