#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|SWOPE|SWOPE_V-LC-9844 5244.826605157874 All -0.024957414851904888 0.04662180518386094 -0.11875329126966983 0.01801629287681468
Zeropoint Linear_AB11_off|SWOPE|SWOPE_i 7423.058202697028 All 1.1280282260871262 0.009274960345677208 -0.3444956639453747 -0.37978800381171507
Zeropoint Linear_AB11_off|SWOPE|SWOPE_r 6071.270802093824 All 1.0836730464874553 0.004987277815837743 -0.5630516727857362 -0.37648985271767543
Zeropoint Linear_AB11_off|SWOPE|SWOPE_B 4293.47615739925 All -0.10474602766498115 0.11553043287505105 0.12613283726429048 0.07738001929812378
Zeropoint Linear_AB11_off|LCOGT|LCOGT_i 7358.568908709049 All 0.0280081534498988 -0.0051047779287696216 0.03299341948856349 -0.00931362635463688
Zeropoint Linear_AB11_off|LCOGT|LCOGT_g 4600.173860762364 All 0.0016648122457310907 0.0025696701425470536 0.020853111292744586 0.0012253205680527596
Zeropoint Linear_AB11_off|LCOGT|LCOGT_r 6064.0393114464205 All 7.390056298119552e-05 -0.00015606071785345677 0.021333707457022566 0.0008771194269633353
Check All|All|All All All 2.111744696316306 0.17372330771635092 -0.8249875524981596 -0.6680927307140727
