#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_B
@MAGSYS  Linear_AB11_off
56242.07164000021  17.006  0.009
56243.074159999844  16.743  0.007
56245.06637000013  16.357  0.009
56246.05104999989  16.25  0.009
56247.10404000012  16.162  0.009
56248.07009000005  16.09  0.007
56249.0378899998  15.999  0.009
56250.045419999864  15.975  0.01
56251.038230000064  15.945  0.01
56252.05305999983  15.945  0.009
56253.05144000007  15.957  0.009
56254.07732999977  15.969  0.01
56255.069060000125  15.955  0.009
56257.05426000012  16.004  0.013
56258.06247999985  16.038  0.014
56259.04265000019  16.063  0.008
56261.0521999998  16.173  0.008
56262.07353999978  16.229  0.008
56263.054920000024  16.276  0.009
56264.086079999804  16.357  0.007
56265.05368999997  16.451  0.009
56266.05750000011  16.534  0.01
56267.07181000011  16.656  0.008
56268.072910000104  16.773  0.007
56270.086990000214  16.997  0.011
56275.069790000096  17.566  0.013
56283.10745000001  18.337  0.018
56284.03605000023  18.393  0.021
56285.03087999998  18.415  0.018
56288.03900999995  18.551  0.019
