#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_r            4678.348376109792     All      1.7156281473805786         0.5785236104220104         6.496591590046226          -0.08047931241766619      
Zeropoint     AB|SDSS|SDSS_z            6745.098731681384     All      0.20634184829889343        0.040204472959715076       0.9600520169130883         -0.011273696749864906     
Zeropoint     AB|SDSS|SDSS_g            3580.2744264335365    All      -1.363926745952563         0.28187515249769035        -2.413552746171985         0.4283860495845901        
Zeropoint     AB|SDSS|SDSS_i            5673.315098052163     All      0.44305733334406505        0.09916170904631372        -5.024120625020612         -0.3362215472070278       
Check         All|All|All               All                   All      1.001100583070974          0.9997649449257295         0.018970235766716748       0.00041149321003119965    
Lambda        AB|SDSS|SDSS_r            4678.348376109792     All      -0.00032364758705277416    -0.00010639415907791502    -0.0013979561559448455     8.382226257464269e-06     
Lambda        AB|SDSS|SDSS_z            6745.098731681384     All      -8.623261257912256e-05     -1.7139515126957305e-05    -0.00040186128725656954    4.572671367431668e-06     
Lambda        AB|SDSS|SDSS_g            3580.2744264335365    All      -0.0021834936157745987     0.0003727363207680455      -0.006773446245511757      0.0005303803911750923     
Lambda        AB|SDSS|SDSS_i            5673.315098052163     All      -4.197374299547038e-05     -8.84433151252607e-06      0.0006604627246721223      4.02647572517997e-05      
MWEBV         All|All|All               All                   All      -0.6671110180502358        -2.786775728755231         -0.14389369487323625       -0.6968658458966217       
Redshift      All|All|All               All                   All      7.955031083243903          0.21150767256798986        10.837424364485464         -2.0386958543131612       
