#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                    
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4672.707510001178     All      3.7427911743856965        0.7322639352354443         0.8766069443287616        -0.9415088233801994      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    3902.0489785679792    All      -2.7525184087181778       0.26915681653871815        -0.8810416625729456       0.9449421881056685       
Check         All|All|All                            All                   All      0.9902727656675189        1.0014207517741625         -0.004434718244183955     0.003433364725469179     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4672.707510001178     All      -0.0011495559760189716    -0.00025036037273911646    -0.00080043291318366      0.0002571779459849165    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    3902.0489785679792    All      -0.0008633289998526842    2.22900225983381e-05       -0.0013933619284652368    0.0002262959082251742    
MWEBV         All|All|All                            All                   All      -0.16683881920510468      -1.9331109399956858        0.02230045197315622       -0.5743377716189768      
Redshift      All|All|All                            All                   All      5.552904090103351         1.2653202736082392         0.9460633937935725        -1.3543886421971962      
