#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_B
@MAGSYS  Linear_AB11_off
55041.32  18.339  0.052
55043.27  17.922  0.052
55046.23  17.577  0.052
55048.3  17.447  0.065
55050.26  17.642  0.074
55052.24  17.723  0.065
55055.18  18.156  0.093
55056.19  18.342  0.184
55057.18  18.438  0.284
55058.23  18.77  0.102
55060.27  19.024  0.098
55062.22  19.245  0.206
55064.25  19.633  0.134
55067.19  19.861  0.169
55070.17  20.176  0.361
55073.17  20.27  0.457
55076.16  20.224  0.632
55079.16  20.09  0.533
55082.18  20.583  0.439
55085.15  20.402  0.367
55092.14  20.732  0.466
55095.14  20.809  0.487
55101.13  20.45  0.44
