#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
56579.18484  17.395  0.039
56579.18611  17.401  0.039
56579.96782  17.032  0.035
56579.96904  17.392  0.037
56579.98763  17.396  0.044
56579.98883  17.067  0.041
56580.97527  17.347  0.04
56580.97648  17.186  0.04
56582.15971  16.893  0.038
56582.16091  16.805  0.039
56582.17784  16.726  0.038
56582.17905  17.114  0.038
56583.17384  16.823  0.041
56583.17506  16.868  0.043
56583.89982  16.467  0.058
56583.91959  16.472  0.043
56583.92081  16.662  0.049
56585.17288  16.478  0.037
56585.1741  16.499  0.037
56587.90105  16.478  0.039
56587.90227  16.45  0.041
56592.19772  16.388  0.037
56592.19894  16.324  0.039
56593.13076  16.422  0.039
56593.13206  16.378  0.039
56593.15039  16.398  0.04
56593.15166  16.393  0.041
56594.95777  16.3  0.036
56594.95897  16.329  0.037
56594.97632  16.426  0.038
56594.97754  16.445  0.04
56599.14422  16.642  0.04
56599.97951  16.769  0.033
56599.98073  16.688  0.033
56599.99836  16.631  0.044
56599.99957  16.598  0.043
56601.96646  16.883  0.035
56603.85171  17.004  0.036
56603.85293  16.969  0.035
56605.92303  16.837  0.038
56612.15218  17.382  0.051
56612.15338  17.242  0.047
56613.07543  17.393  0.048
56613.07663  17.317  0.05
56614.21576  16.968  0.046
56614.21698  16.962  0.039
56614.88766  16.878  0.047
56614.88887  16.868  0.038
56616.89625  17.758  0.041
56616.89746  17.366  0.037
56617.88918  17.67  0.043
56617.89039  17.491  0.042
56619.8613  17.472  0.045
56619.86251  17.506  0.045
56622.7969  17.055  0.046
56622.79811  17.771  0.053
56624.06471  17.556  0.039
56624.06593  17.586  0.04
56626.1801  17.62  0.041
