#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|PS|PS_r                5073.065829922423     All      0.5864630528939366         0.5590445975867553         0.7433680497997395         0.024242008962665484      
Zeropoint     AB|PS|PS_z                7061.623380461609     All      0.5347259737686303         -0.015215036975213536      0.4322640198128598         -0.15984392183370752      
Zeropoint     AB|PS|PS_g                3994.753557031496     All      -0.9883454160299142        0.5127214662646651         -0.40333862744029125       0.47094771672158287       
Zeropoint     AB|PS|PS_i                6144.5814278980815    All      0.8646245854820478         -0.058345367663115155      -0.7714593617529532        -0.33506836667925655      
Check         All|All|All               All                   All      0.9974681961147006         0.9982056592130917         0.0008340804193548434      0.00027743717128425605    
Lambda        AB|PS|PS_r                5073.065829922423     All      -0.00017400865543098611    -0.00011201087519301499    -0.001674872336919514      -5.454714329641769e-05    
Lambda        AB|PS|PS_z                7061.623380461609     All      -0.0003307090796682468     -7.890311200019795e-06     -0.0005253881480773483     8.170703328391867e-05     
Lambda        AB|PS|PS_g                3994.753557031496     All      -0.0008431673330103427     0.00034379182985805595     -0.0011229782446670646     0.0003365182877358342     
Lambda        AB|PS|PS_i                6144.5814278980815    All      -0.00014245252886809507    -8.480282549316751e-06     -0.00017262193701078827    3.5935843957101084e-05    
MWEBV         All|All|All               All                   All      -0.5008245805952001        -3.1488443590209414        0.0989970438296359         -0.8581293757071926       
Redshift      All|All|All               All                   All      7.237395384286533          -0.1880004400325319        2.0154710843147434         -2.328754490478158        
