#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|LCOGT|LCOGT_i 7376.863144328521 All 0.2271864530461179 -0.012934433855770422 0.6185070939726914 -0.05061414170281094
Zeropoint Linear_AB11_off|LCOGT|LCOGT_g 4611.61041392146 All -0.03222396438469502 -0.025622569761369007 -0.1959967956539038 -0.006596145401061501
Zeropoint Linear_AB11_off|LCOGT|LCOGT_B 4283.097196154048 All -0.0948248107718537 0.10062023914880847 -0.0018798574046123007 0.06357899330821834
Zeropoint Linear_AB11_off|LCOGT|LCOGT_V 5367.511131748864 All 0.08239004120604654 0.028579572267526387 0.12983345318679285 -0.01173396933287607
Zeropoint Linear_AB11_off|LCOGT|LCOGT_r 6079.115199889627 All 0.1684379426901691 0.027684400414917043 0.007967779487758175 -0.04549249396919517
Check All|All|All All All 0.3509656617857848 0.11832720821411247 0.5584316735887264 -0.050857757097725345
