#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_g
@MAGSYS  Linear_AB11_off
58489.34528  17.571  0.031
58489.34805  17.59  0.031
58495.3314  17.862  0.031
58495.32863  17.804  0.031
58499.35218  18.022  0.033
58499.35496  18.033  0.033
58505.08917  18.481  0.052
58505.08637  18.468  0.049
58509.34113  18.939  0.05
58509.34391  18.946  0.045
58516.95501  19.566  0.042
58516.9578  19.601  0.041
58523.29648  20.086  0.044
58523.29385  20.089  0.044
58531.29309  20.142  0.09
58531.29048  20.248  0.116
58545.87936  20.672  0.06
58545.88314  20.692  0.061
58557.41948  20.501  0.089
58557.42326  21.126  0.134
58568.17691  22.694  0.325
58568.17314  22.564  0.314
58584.56542  21.535  0.114
58596.44832  21.412  0.193
58596.44453  21.525  0.226
58608.10372  21.482  0.105
58608.1075  21.921  0.134
58619.03723  21.194  0.259
58619.03345  20.863  0.196
