#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_z          5610.690732357272    All      1.8738408188773819        0.01953415291637839       -0.7636352690297207       -0.6380862207876467        
Zeropoint     AB|DECam|DECam_r          3941.046798060819    All      -1.2520950570448717       0.48552221198967516       -0.12181172988638411      0.560563212390916          
Zeropoint     AB|DECam|DECam_i          4787.879613444479    All      0.3741296464628091        0.49428417059385055       0.8893694050017428        0.07882675329520528        
Check         All|All|All               All                  All      0.9958754082953194        0.9993405354999041        0.003922406085637986      0.0013037448984746236      
Lambda        AB|DECam|DECam_z          5610.690732357272    All      1.4071035502380178e-05    -2.739584314205027e-05    -0.0002903859276894926    -2.6465716852733205e-05    
Lambda        AB|DECam|DECam_r          3941.046798060819    All      -0.0013291295882747404    0.00041408003531818294    -0.0010412173967094998    0.0005213559740207563      
Lambda        AB|DECam|DECam_i          4787.879613444479    All      -9.354183737282511e-05    2.9872453364899033e-05    -0.0004084570505576151    2.197253251183416e-05      
MWEBV         All|All|All               All                  All      -0.10857535546331687      -2.077309535302163        0.02179077650611705       -0.640309069530133         
Redshift      All|All|All               All                  All      3.8796975454113887        -0.0712061425357291       1.9605823279598102        -1.1994475273669785        
