#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_z                8464.208645338425    All      0.3752027523029283         -0.0821216361768684        0.23163946274249578        -0.13862859351272797       
Zeropoint     AB|PS|PS_i                7365.023089152782    All      0.5620226100115276         -0.10569596476308618       0.3399031998000286         -0.2023295884045635        
Zeropoint     AB|PS|PS_g                4788.194692876999    All      -1.0968273035181397        1.2478331299108802         0.23734193046308022        0.7743245204894014         
Zeropoint     AB|PS|PS_r                6080.682208967286    All      1.1590732065559528         -0.060995375198125146      -0.8060175581601576        -0.43338533785733535       
Check         All|All|All               All                  All      0.9994712653522688         0.9990201537728005         0.0028670348454469252      -1.8999285225418383e-05    
Lambda        AB|PS|PS_z                8464.208645338425    All      0.0004016738406392746      -9.337995163275774e-05     0.0001844793005924563      -0.00015302284302634068    
Lambda        AB|PS|PS_i                7365.023089152782    All      -8.537672905095366e-05     -1.8249722633016174e-05    -0.00041758326754390334    3.2306510633298815e-06     
Lambda        AB|PS|PS_g                4788.194692876999    All      -0.00020398790213492873    1.822109723789409e-05      -0.0001438185113328551     6.596282192841097e-05      
Lambda        AB|PS|PS_r                6080.682208967286    All      -0.00023033810413049098    -3.393494789440399e-05     -0.0008422457404222527     2.6389410357732364e-05     
MWEBV         All|All|All               All                  All      -0.6879532676106646        -4.053761856734184         0.12922179802345407        -1.0905880139395134        
Redshift      All|All|All               All                  All      4.326274790363618          1.2279725471822545         2.6223862342144377         -0.8921939182716564        
