#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_u 3257.632150788081 All -0.11669357187491647 0.06370029880379846 -0.046113099323140894 0.05670240262913506
Zeropoint AB|SDSS|SDSS_g 4283.615736887676 All -1.7446963706274192 1.0023968879010905 -0.18826670079885144 0.8864171728075138
Zeropoint AB|SDSS|SDSS_r 5597.405209664263 All 1.9029038980088764 0.3393412388501389 0.03086501527773322 -0.5079264338976183
Check All|All|All All All 0.04151395550654069 1.4054384255550278 -0.2035147848442591 0.43519314153903055
