#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_I
@MAGSYS  Linear_AB11_off
56456.32  18.313  0.247
56457.3  18.281  0.17
56458.32  17.863  0.112
56459.26  17.909  0.184
56463.26  17.419  0.144
56465.26  17.532  0.377
56470.29  17.319  0.097
56472.27  17.464  0.112
56474.26  17.526  0.13
56476.26  17.57  0.125
56479.25  17.728  0.118
56481.24  17.73  0.105
56483.24  17.887  0.142
56485.23  17.924  0.251
56487.23  18.039  0.172
56489.26  17.939  0.116
56491.25  17.982  0.169
56493.22  18.317  0.212
56498.22  18.32  0.159
56500.27  18.343  0.321
56504.21  18.579  0.163
56506.21  18.514  0.148
56508.2  18.525  0.148
56510.22  18.48  0.172
56512.2  18.593  0.176
56514.21  18.726  0.205
56516.2  18.853  0.202
56518.21  18.638  0.288
56520.19  18.906  0.258
56522.21  18.629  0.451
56528.21  18.764  0.486
56531.16  18.958  0.379
56533.18  18.925  0.263
56535.17  18.849  0.328
56539.18  18.742  0.536
56541.16  19.367  0.305
56547.15  18.84  0.588
56552.14  18.876  0.68
56563.14  20.368  0.283
56565.14  19.408  0.585
