#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_B
@MAGSYS  Linear_AB11_off
56455.34  18.439  0.219
56456.32  18.392  0.123
56457.3  18.191  0.082
56458.32  17.715  0.052
56459.26  17.878  0.094
56463.26  17.59  0.166
56470.29  18.125  0.109
56472.27  18.31  0.111
56474.26  18.627  0.262
56476.26  18.998  0.221
56479.25  19.524  0.233
56481.24  19.469  0.244
56483.24  19.434  0.264
56485.23  19.448  0.254
56487.23  19.918  0.347
56489.26  19.742  0.222
56498.22  19.776  0.39
56504.21  19.722  0.301
56506.21  19.747  0.265
56508.2  19.823  0.401
56512.2  19.693  0.479
56514.21  19.524  0.599
56516.2  20.209  0.347
56533.18  19.918  0.472
56535.17  19.747  0.549
