#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                    
Zeropoint     AB|SDSS|SDSS_r            4898.060896570457    All      0.7016415534823242         0.3904786586261366         -2.7037888582895406       -0.2220136705022328      
Zeropoint     AB|SDSS|SDSS_g            3748.417338190502    All      -0.9928784486016164        0.4588757688180678         0.98395307691303          0.5167934165982963       
Zeropoint     AB|SDSS|SDSS_z            7061.873482929402    All      0.14130498282530232        0.010139295136646354       0.45878282213181465       -0.022251609464689695    
Zeropoint     AB|SDSS|SDSS_i            5939.754930948295    All      1.1599329866371104         0.13808121995477762        1.4067274181599643        -0.27007495452586894     
Check         All|All|All               All                  All      1.0100010743431205         0.9975749425356284         0.1456744589152683        0.0024531821055048253    
Lambda        AB|SDSS|SDSS_r            4898.060896570457    All      -0.0001702753427481685     -7.792327091169102e-05     0.0003741370173785124     4.677812482649307e-05    
Lambda        AB|SDSS|SDSS_g            3748.417338190502    All      -0.0014406975063200433     0.000573149631944273       -0.0021225774540209828    0.0005612553834082872    
Lambda        AB|SDSS|SDSS_z            7061.873482929402    All      -5.053868766429121e-05     -4.004312014455543e-06     -0.0001760560220544677    7.301205416408336e-06    
Lambda        AB|SDSS|SDSS_i            5939.754930948295    All      -0.00011660583740652021    -2.6884331166368456e-05    0.0001244162298666593     3.477737124817071e-05    
MWEBV         All|All|All               All                  All      -0.5590084795770296        -2.9887815609784596        0.3339834712201617        -0.7765528813824978      
Redshift      All|All|All               All                  All      2.8113697982912558         -0.2010289177469815        -4.637712218930096        -1.1881971628767625      
