#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          7431.978677866026    All      0.479328775852058          -0.002187452120772093      0.47973240154725144        -0.13543742311428555      
Zeropoint     AB|DECam|DECam_i          6342.074603060292    All      0.8487774441346574         -0.004044063512154139      -0.3476233643506186        -0.29330485620939617      
Zeropoint     AB|DECam|DECam_g          3927.809893355519    All      -0.826122824565086         0.5756744797098534         -0.008527929320136267      0.4562309374456289        
Zeropoint     AB|DECam|DECam_r          5220.35114192694     All      0.4947457802679579         0.42896510314207603        -0.12409843274910903       -0.026964873750003195     
Check         All|All|All               All                  All      0.9967291756895872         0.9984080672190032         -0.0005173248726124402     0.000523784371944034      
Lambda        AB|DECam|DECam_z          7431.978677866026    All      -8.303819622701883e-05     -9.422206378439788e-06     -0.0002278374075724319     1.3811812707216895e-05    
Lambda        AB|DECam|DECam_i          6342.074603060292    All      -0.00028424230561961716    -1.3332994133639362e-05    -0.00026977276344077543    7.620535599172364e-05     
Lambda        AB|DECam|DECam_g          3927.809893355519    All      -0.0008475302056082182     0.0004829986412814485      -0.0006853875012931368     0.0004028113222190577     
Lambda        AB|DECam|DECam_r          5220.35114192694     All      -3.6756299186721525e-05    -4.198336488245476e-07     -0.0012402528165856284     -4.351080466916421e-05    
MWEBV         All|All|All               All                  All      -0.4780438412040473        -3.113964821427473         0.10666227944503347        -0.8538463348336991       
Redshift      All|All|All               All                  All      5.259731604522692          0.45873239278702016        -1.594946033287357         -1.6350185075882866       
