#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_r            5120.332636926377    All      0.7935594220240698         0.3529538169050994         -0.2735115125819513        -0.15572530369468984      
Zeropoint     AB|SDSS|SDSS_z            7382.338038672898    All      0.10015131458859586        0.003948826879707212       0.09927026156346967        -0.026906339372864272     
Zeropoint     AB|SDSS|SDSS_g            3918.518785055582    All      -1.0504992073719663        0.5839062122223737         -0.019652113078415055      0.5315026319552434        
Zeropoint     AB|SDSS|SDSS_i            6209.298265273505    All      1.155092756040399          0.05788415177114814        0.19635861110746344        -0.3486343565301395       
Check         All|All|All               All                  All      0.9983042852810983         0.9986930077783285         0.002465247010566801       0.00023663235754978196    
Lambda        AB|SDSS|SDSS_r            5120.332636926377    All      9.648543995946935e-06      -3.1364526407040455e-05    -0.0018641191659908023     -9.654638310870597e-05    
Lambda        AB|SDSS|SDSS_z            7382.338038672898    All      -1.3802115311629942e-05    -1.4166301431057373e-06    -2.4766071977047077e-05    2.929163943866044e-06     
Lambda        AB|SDSS|SDSS_g            3918.518785055582    All      -0.0010624586081253722     0.00044417530667153744     -0.0008771732862768148     0.0004516160177775199     
Lambda        AB|SDSS|SDSS_i            6209.298265273505    All      -0.00015071402213412085    -3.0425663728717516e-05    -0.0004057900869094581     2.107332784977446e-05     
MWEBV         All|All|All               All                  All      -0.5697987940845088        -3.2011585723356717        0.061100804967608065       -0.8543938006418894       
Redshift      All|All|All               All                  All      5.01253885368707           0.4326224209151519         1.4814951949628938         -1.4257171306390883       
