#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_i                7354.70752944343     All      0.7408861949357985         -0.15886057053045022       0.8362401093644223         -0.2557595669326785        
Zeropoint     AB|PS|PS_z                8452.353550165404    All      0.2918430914426483         -0.06934283295869648       -0.01644287029332535       -0.1183839080232998        
Zeropoint     AB|PS|PS_g                4781.488276935532    All      -1.0811407352979243        1.2217289515209728         0.17943795399249568        0.7581279109172212         
Zeropoint     AB|PS|PS_r                6072.165515992816    All      1.0468788801424511         0.005854917168868212       -0.9936076672951162        -0.38343590012801754       
Check         All|All|All               All                  All      0.9984674312229737         0.9993804652006943         0.00562752576847636        0.0005485358332253942      
Lambda        AB|PS|PS_i                7354.70752944343     All      -0.00026756830131824475    6.48369502632541e-05       -0.0012382789202339155     5.301662524737864e-05      
Lambda        AB|PS|PS_z                8452.353550165404    All      0.00032449437606832724     -7.802155849354101e-05     -0.00011382262572764538    -0.00013619206328552302    
Lambda        AB|PS|PS_g                4781.488276935532    All      -0.0003007208390250405     -3.7009033221642686e-05    -0.0012070602666119127     3.2034055139272236e-05     
Lambda        AB|PS|PS_r                6072.165515992816    All      -0.0001684503203709362     -7.013683273607298e-06     -0.000549666919493519      2.8056113722057586e-05     
MWEBV         All|All|All               All                  All      -0.6937293242529092        -4.048489280111589         0.0893868811681832         -1.0887667599800126        
Redshift      All|All|All               All                  All      5.269798351667935          0.9281062123657868         9.388504508324935          -0.9952661308344081        
