#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4625.553893344125    All      -2.3607647167372963       1.1980615318988086         -0.36274529786083093      1.1430391344720428         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5539.105360813896    All      3.3584969754156964        -0.19578475722887845       0.36420703703240415       -1.141493605397764         
Check         All|All|All                            All                  All      0.9977322586783999        1.0022767746699301         0.0014617391715732175     0.0015455290742787398      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4625.553893344125    All      3.4537394837833935e-06    -0.00017763351824700104    -0.0017207826806928308    -0.00013577670520706914    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5539.105360813896    All      -8.00967703552074e-05     1.0260195019058743e-05     0.00018217700628208138    3.756195935990596e-05      
MWEBV         All|All|All                            All                  All      -0.2221457103260538       -2.5520344506448467        -0.015295425815082562     -0.7596039783894005        
Redshift      All|All|All                            All                  All      -0.8877603355236432       1.4718162396249568         -2.4795198525181803       0.6579421352943352         
