#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_g            3845.542321852118    All      -1.221705256478758         0.514989168155644          -1.5162722380232418        0.4980342436564228         
Zeropoint     AB|SDSS|SDSS_r            5024.974215347991    All      1.0638598748066994         0.40235800036576563        2.317329059699702          -0.11206117044367248       
Zeropoint     AB|SDSS|SDSS_i            6093.659512155053    All      0.9986429100687535         0.10409085209577285        -1.3468736735987807        -0.3514898212560305        
Zeropoint     AB|SDSS|SDSS_z            7244.853200705711    All      0.13359777729001632        -0.016277335872239007      0.4186324481706638         -0.030137611649144747      
Check         All|All|All               All                  All      0.9743953056867111         1.0051606847449435         -0.12718440375165674       0.0043456403075750605      
Lambda        AB|SDSS|SDSS_g            3845.542321852118    All      -0.0009164040679082365     0.00039961771805297077     0.00024432309054736676     0.00043957460891407056     
Lambda        AB|SDSS|SDSS_r            5024.974215347991    All      -0.00022272081215627887    -0.00011576491164420563    -0.0014591246372505776     -3.0274975502037755e-05    
Lambda        AB|SDSS|SDSS_i            6093.659512155053    All      -0.00024338322471346906    -0.00012403885721891186    0.000213124859223458       4.838517042611432e-05      
Lambda        AB|SDSS|SDSS_z            7244.853200705711    All      -4.920086493567907e-05     1.9691671554301527e-06     -0.00017775788048414643    8.735245102534582e-06      
MWEBV         All|All|All               All                  All      -0.5754761179721903        -3.1087399673316085        -0.009844299071515294      -0.8256066834958359        
Redshift      All|All|All               All                  All      6.309737226454671          1.324905483524752          5.523836231616919          -1.3772202538105542        
