#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4226.394420314429    All      -2.956723807156311        0.7750203203777062         -0.8986969275748491       1.1754471167609977         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5061.111497190362    All      3.9524695582283025        0.22704362295158376        0.8934729331406155        -1.1736221965591056        
Check         All|All|All                            All                  All      0.9957457510719913        1.00206394332929           -0.005223994434233603     0.0018249202018920663      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4226.394420314429    All      -0.0010863021884606416    0.000221185775277712       -0.0010384814925654357    0.00037954918542569674     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5061.111497190362    All      0.0004179925008135256     -3.0226554404237462e-05    -0.0013062157359908495    -0.00020429010131873274    
MWEBV         All|All|All                            All                  All      -0.031567419589617174     -2.2206792796104935        0.009702075675965816      -0.7126327933724003        
Redshift      All|All|All                            All                  All      7.758525954806474         0.14787922637502504        0.8464647124241997        -2.4412641898466885        
