#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4226.394420314429    All      -2.831126130004744        0.7607000874212844         -0.3237397693156595       1.1555289475667048         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5061.111497190362    All      3.8266633262942125        0.24151997980492723        0.3229519456351042        -1.153387273595204         
Check         All|All|All                            All                  All      0.9955371962894681        1.0022200672262116         -0.0007878236805552996    0.0021416739715007793      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4226.394420314429    All      -0.000868937805955846     0.00014723893527706887     -0.001191714111937192     0.00027782146837052757     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5061.111497190362    All      0.00023341937186534015    -3.7262550810980326e-05    -0.00146712004883665      -0.00015364083692734253    
MWEBV         All|All|All                            All                  All      -0.035581660896445655     -2.2197166950391534        0.006691725253485542      -0.7111460155644888        
Redshift      All|All|All                            All                  All      6.560566158346515         0.47775425071705513        0.09634377981295138       -1.977072576480484         
