#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4068.905074169542    All      -2.6640174587693446       0.5838913213180419         1.415087144214211         1.121099582685581         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4872.517849463659    All      3.6414972923826787        0.4234866692752526         -1.268620549125865        -1.1048246378950064       
Check         All|All|All                            All                  All      0.977479833613334         1.0073779905932945         0.14646659508834592       0.016274944790574564      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4068.905074169542    All      -0.000880202476555477     2.5898486374492007e-05     -0.0020643324773704803    0.00020302521613361994    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4872.517849463659    All      -0.0006325445658393626    -0.00012866654298129504    -0.0014348975822524692    0.0001000967602897327     
MWEBV         All|All|All                            All                  All      -0.07110150890929923      -2.07079411242006          0.18436530740855162       -0.6431382919855992       
Redshift      All|All|All                            All                  All      6.003858989935592         1.0438252269997506         12.722706001176576        -1.0478902412946745       
