#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                    
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4068.905074169542    All      -2.916071911294817        0.5297189998470841         -0.4025947944553597       1.104441506287139        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4872.517849463659    All      3.909306116655577         0.472445427960011          0.4054844078448819        -1.1014036888667158      
Check         All|All|All                            All                  All      0.9932342053607602        1.0021644278070951         0.0028896133895222054     0.0030378174204233055    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4068.905074169542    All      -0.0011702726094897664    0.00014326460934747386     -0.0016377409717160348    0.0003547774285707308    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4872.517849463659    All      -0.0008678932184161193    -0.00012496532431760567    -0.0008800826657557294    0.0002027220094104165    
MWEBV         All|All|All                            All                  All      -0.056561409785878425     -2.076729397609256         0.027444522141355156      -0.6568104522117303      
Redshift      All|All|All                            All                  All      4.448896824281742         0.3538061426585415         4.5612633163032585        -1.1303575268044477      
