#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1 7495.632857008497 All 0.1595139888249771 -0.07537202577854796 -0.09883561490523629 -0.08092068203437865
Zeropoint Linear_AB11_off|LOSS|LOSS_K3_I 7804.490058645676 All 0.5796585613221665 0.04497824232245762 1.7826920054668616 -0.09460961376245894
Zeropoint Linear_AB11_off|LOSS|LOSS_K3_B 4316.255866056125 All -0.42698143027509483 0.3383367549687053 0.4539653647524684 0.2695477003957291
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1 6152.419178751194 All 0.043485929438251136 -0.06282286604788645 -1.2448949720962132 -0.09018221715417551
Zeropoint Linear_AB11_off|LOSS|LOSS_K3_V 5320.095854961183 All -0.2614397092712171 0.593452518886739 -0.963539271178198 0.2354681915330759
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1 4317.304716529541 All -0.33520517385730064 0.14685441574755664 -0.6504554242814526 0.12799582947175842
Zeropoint Linear_AB11_off|LOSS|LOSS_K3_R 6311.822915135326 All 0.9425352731610775 0.0072783407816441326 1.2852662668319308 -0.2472884214408661
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1 5339.185140634031 All -0.306485102219181 0.15461864456236984 -1.4727824137462568 0.08447314530889698
Check All|All|All All All 0.3950823371236787 1.1473240254430381 -0.9085840591560963 0.20448393231758122
