#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           5361.117416437893     All      1.124798923182954         0.06561365502832928       -0.02578613716830208      -0.3461622048686261        
Zeropoint     AB|MEGACAMPSF|i           4650.826073641987     All      1.963716160821479         0.6084673488468084        0.19731242585354977       -0.43264397707906654       
Zeropoint     AB|MEGACAMPSF|r           3806.4437891307157    All      -2.084103550698543        0.3248741564036095        -0.17088563381236793      0.7770574512279669         
Check         All|All|All               All                   All      1.0044115333058896        0.9989551602787472        0.000640654872879759      -0.0017487307197256996     
Lambda        AB|MEGACAMPSF|z           5361.117416437893     All      8.806205523827007e-05     1.713504454746068e-06     -5.187600007951087e-05    -3.0441551398832896e-05    
Lambda        AB|MEGACAMPSF|i           4650.826073641987     All      -0.0001444230142381407    -7.717010714347273e-05    -0.0010644179718223498    -2.5593600991854715e-05    
Lambda        AB|MEGACAMPSF|r           3806.4437891307157    All      -0.0028740461484661134    0.00040956530909882686    -0.0008661768993544822    0.0010309267825255298      
MWEBV         All|All|All               All                   All      -0.12332615306670469      -2.057165295134311        0.011766810750867525      -0.6293899312686442        
Redshift      All|All|All               All                   All      4.945370370398942         -0.12294547990663318      -0.2520694353265957       -1.6621659162688336        
