#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_R    6486.281035412429     All      0.8983932162662548         -0.07935922538053752       0.06255856303447604        -0.3156944359970909        
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_V    5427.4186657544105    All      1.0520475791943817         0.28752843362553904        -0.003687486496983805      -0.24919359323092166       
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_B    4338.281714307267     All      -1.29501607864186          0.8164855977556673         -0.30570824310618416       0.6741432075218178         
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_I    7882.11752987294      All      0.345931277567177          -0.026282156729262596      0.25053060956414797        -0.11006213054923497       
Check         All|All|All                                All                   All      1.001355994385953          0.9983726492714062         0.003693442995456042       -0.0008069522554297048     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_R    6486.281035412429     All      -0.0002441155340276773     8.289840823052083e-05      -0.00041898979179425346    8.782160937536984e-05      
Lambda        Linear_AB11_off|CalanTololo|Bessell12_V    5427.4186657544105    All      -0.00016032920793189145    -0.00011286360244176644    -0.002849297920594484      -0.00011168997056394769    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_B    4338.281714307267     All      -0.0007894292552310586     0.00016007114421889108     -0.0015913749257017494     0.00023826776372273944     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_I    7882.11752987294      All      4.931112664577692e-06      -1.1124060900673465e-06    4.177193911825725e-05      -1.044830929784347e-07     
MWEBV         All|All|All                                All                   All      -0.8518158577227881        -4.04914082046286          0.07129409346987581        -1.038292401281661         
Redshift      All|All|All                                All                   All      4.653006851341521          -0.8642579503223224        9.444251444642848          -1.375701092425985         
