#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  CalanTololo
@BAND  Bessell12_V
@MAGSYS  Linear_AB11_off
48419.330000000075  14.67  0.03
48420.37000000011  14.719  0.03
48420.37000000011  14.743  0.03
48420.37000000011  14.736  0.03
48428.39000000013  15.212  0.03
48436.299999999814  15.527  0.031
48438.279999999795  15.66  0.03
48439.24000000022  15.703  0.031
48439.24000000022  15.654  0.034
48440.14999999991  15.781  0.036
48441.24000000022  15.791  0.03
48442.20999999996  15.803  0.032
48442.20999999996  15.823  0.03
48443.27000000002  15.925  0.034
48443.27000000002  15.931  0.032
48449.22999999998  16.294  0.031
48449.22999999998  16.283  0.035
48458.18000000017  16.677  0.031
48478.200000000186  17.206  0.03
48478.200000000186  17.192  0.03
48481.14999999991  17.28  0.034
48495.10000000009  17.659  0.031
48505.049999999814  17.868  0.03
48508.080000000075  17.973  0.031
48552.029999999795  18.906  0.054
48552.029999999795  18.808  0.043
48553.06999999983  18.886  0.06
48553.06999999983  18.951  0.067
48553.06999999983  18.977  0.07
48555.080000000075  18.895  0.036
48555.080000000075  18.894  0.039
48571.049999999814  19.158  0.042
