#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_g                4691.6365822839625    All      -1.1053635993493822        1.1163885333895784         0.2162076828017789        0.7333461189846269        
Zeropoint     AB|PS|PS_z                8293.520516120341     All      0.32055543842651335        -0.08881269481415544       0.27358895280737444       -0.12113565039285293      
Zeropoint     AB|PS|PS_r                5958.05996344999      All      1.0916789959697042         0.14754547962452236        -0.9637280224294387       -0.3505421027420244       
Zeropoint     AB|PS|PS_i                7216.500992709918     All      0.6919588155564722         -0.17727036392001239       0.47227858388622307       -0.26206091644432317      
Check         All|All|All               All                   All      0.9988296506033074         0.997850954279933          -0.0016528029340622807    -0.0003925505945736041    
Lambda        AB|PS|PS_g                4691.6365822839625    All      -0.00028114894910565285    6.1502767983878e-05        -0.0010877272515942597    6.307266567463104e-05     
Lambda        AB|PS|PS_z                8293.520516120341     All      0.0002796386056803934      -7.744777281530919e-05     0.00022756808871805755    -0.0001061594626518986    
Lambda        AB|PS|PS_r                5958.05996344999      All      -0.00023360468409546064    -1.4497669601378405e-05    -0.0009092530522212908    3.079457535497244e-05     
Lambda        AB|PS|PS_i                7216.500992709918     All      -0.00030843933884503914    1.94046151310387e-05       -0.0009708973478783388    6.346287209014508e-05     
MWEBV         All|All|All               All                   All      -0.6759766106666478        -3.9628630885364835        0.1289413574924702        -1.064893000616732        
Redshift      All|All|All               All                   All      7.190004954669161          0.047782486590808304       13.849122341652631        -1.7084341066032382       
