#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_g                             4574.276077112446     All      -0.1431580652130151        0.5972390856364918        1.7811868209037574         0.320657897496196          
Zeropoint     AB|SDSS|SDSS_r                             5977.211383361579     All      0.5498557552209055         0.06300510289491967       -1.729213336326696         -0.23575012358395542       
Zeropoint     AB|SDSS|SDSS_u                             3478.6754299789386    All      -0.26879278324915595       0.11784321442265266       -0.508990879594462         0.10322613914246492        
Zeropoint     AB|SDSS|SDSS_z                             8617.75944835228      All      0.08680509659865296        -0.026667660071133525     -0.2780904439819043        -0.04937170928185908       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7389.788571380936     All      0.16345650428501757        0.01271042820496504       0.5112383038241575         -0.02628873891079575       
Zeropoint     AB|SDSS|SDSS_i                             7248.413512478165     All      0.40818286614262433        0.018078689324596553      0.8105046894946177         -0.09090066265708963       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5263.791608450114     All      0.011555342575561428       0.07761133149255528       -0.4713290699462469        0.00048335711216873634     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6065.542136441504     All      0.21392585579949178        0.02380665785128855       -0.3326255504823461        -0.07677162813168881       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4256.340947055386     All      -0.10356836751645723       0.13161337526010897       0.11413824308932341        0.08169989644293274        
Check         All|All|All                                All                   All      0.9182622046436252         1.015240225016445         -0.10318122301979926       0.02698442762837372        
Lambda        AB|SDSS|SDSS_g                             4574.276077112446     All      -9.179352504011927e-05     0.00010909714970142921    -6.28046142154975e-05      6.263402038893334e-05      
Lambda        AB|SDSS|SDSS_r                             5977.211383361579     All      0.00013796558317558496     3.0934135922997445e-05    -0.0002338558090948248     -4.5299574299211236e-05    
Lambda        AB|SDSS|SDSS_u                             3478.6754299789386    All      -0.00023356917727668518    7.57492339539597e-05      -0.0007002805348682218     6.950487881227964e-05      
Lambda        AB|SDSS|SDSS_z                             8617.75944835228      All      -3.602809755593877e-05     7.197265518182076e-06     5.718153564879178e-05      1.6631672136158085e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7389.788571380936     All      -4.876518989970871e-05     -3.817398914143677e-06    -0.0001661450694340916     7.226682890258791e-06      
Lambda        AB|SDSS|SDSS_i                             7248.413512478165     All      -0.0001671812929254541     -7.820672801571464e-06    -0.0004607742048061125     3.1346760281903976e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5263.791608450114     All      -4.870317599949106e-05     1.9334399413283045e-05    -0.0005882433940862102     -4.088524292194364e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6065.542136441504     All      1.9760876828826442e-05     1.1417803733779225e-05    1.733060826843213e-05      -1.94422793559349e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4256.340947055386     All      -0.00010841233095492913    6.487661100079384e-05     -0.00031876292032623443    4.2220984322810705e-05     
MWEBV         All|All|All                                All                   All      -1.0010713276873977        -3.8152076589200057       -0.02961834200081448       -0.9179785159891596        
Redshift      All|All|All                                All                   All      4.041341836194774          -0.9754431242694039       6.703517225369593          -1.334984723318744         
