#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_B 4283.221175896361 All -0.5857325353976078 -0.09617992858699953 -0.4342387835611643 0.1400853073168498
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_I 7668.950136805059 All 0.5308173014454447 -0.3146125445927632 0.22174335271163054 -0.26548892726928813
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_V 5258.8359102452 All -1.0260878634943933 1.5966948193201773 0.44442600726243237 0.8741592983092912
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_R 6392.453704304319 All 1.8224673760529835 -0.7882332443891649 -3.6600715180243353 -1.0137232633262159
Check All|All|All All All 0.7414642786064272 0.3976691017512497 -3.428140941611437 -0.264967584969363
