#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                   ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4744.157839327308    All      -2.4702235122164264       1.4307541675339763       -0.5766313536473611       1.244944359707073         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5681.133703398868    All      3.467144308757648         -0.4274187153535891      0.5818505506883564        -1.24262198653646         
Check         All|All|All                            All                  All      0.9969207965412217        1.0033354521803872       0.0052191970409953825     0.0023223731706130124     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4744.157839327308    All      -0.0005640855022800558    7.273046368789898e-05    -0.0019111052405308521    0.00012214806124274531    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5681.133703398868    All      -0.0004414575181630927    3.822135241504259e-05    -6.978006092980153e-05    0.00015313322548232981    
MWEBV         All|All|All                            All                  All      -0.29879693671438057      -2.638651103012357       -0.01455395907394852      -0.7628169572283738       
Redshift      All|All|All                            All                  All      5.0872025862949215        0.8306494449515256       8.636029093937347         -1.0011130799589512       
