#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|i           4499.499467426574    All      2.2486528860386104        0.6939162109826924         0.7007220398627411         -0.4751588780438835       
Zeropoint     AB|MEGACAMPSF|r           3684.662474629061    All      -2.1473726018382697       0.1846149635943206         -0.4392982308536034        0.7400012077542824        
Zeropoint     AB|MEGACAMPSF|z           5189.840406112711    All      0.9016742708403511        0.1209496364507956         -0.26186319548831233       -0.2659934502187148       
Check         All|All|All               All                  All      1.0029545550406915        0.9994808110278086         -0.000439386479174686      -0.0011511205083159504    
Lambda        AB|MEGACAMPSF|i           4499.499467426574    All      -0.0006288864945843347    -0.00023301202217465184    -0.002290674739637758      2.6727046605638433e-05    
Lambda        AB|MEGACAMPSF|r           3684.662474629061    All      -0.0033069776524121013    0.00022102065566072788     -0.002093975559555187      0.0010557406046950387     
Lambda        AB|MEGACAMPSF|z           5189.840406112711    All      0.000246544207302029      2.8878404112502163e-05     -0.00018015895555701953    -7.89405798374067e-05     
MWEBV         All|All|All               All                  All      -0.20536811505268027      -1.954936815573305         -0.00820115614038814       -0.5702580647921361       
Redshift      All|All|All               All                  All      9.996792919580438         1.1672271327604733         3.809986182332661          -2.7060578761695084       
