#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|i           4499.499467426574    All      2.0302037198987817        0.681136884268696          0.303616689459707          -0.42588643295573475      
Zeropoint     AB|MEGACAMPSF|r           3684.662474629061    All      -1.870622611943439        0.1953506962358631         -0.2814751566606266        0.6603945315038425        
Zeropoint     AB|MEGACAMPSF|z           5189.840406112711    All      0.8453787019010015        0.12263474330236335        -0.022884710564063937      -0.23644272441235015      
Check         All|All|All               All                  All      1.0049598098563437        0.9991223238069225         -0.0007431777649835603     -0.0019346258642423675    
Lambda        AB|MEGACAMPSF|i           4499.499467426574    All      -0.0009164383899663797    -0.00027354549827601776    -0.0027044924632352255     8.872228802186842e-05     
Lambda        AB|MEGACAMPSF|r           3684.662474629061    All      -0.002831439227018941     0.00021370296078802566     -0.002562709455705283      0.0008775410398616753     
Lambda        AB|MEGACAMPSF|z           5189.840406112711    All      0.00040545096083662295    3.946439986595896e-05      -0.00018210573275540505    -0.0001273404059798549    
MWEBV         All|All|All               All                  All      -0.19723576020753808      -1.9528192141480716        -0.006074983121662214      -0.5721223865238441       
Redshift      All|All|All               All                  All      8.893977805299503         1.2108672072432825         5.587301494376051          -2.253306284471239        
