#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_g 3854.599851219112 All -0.25249837569573796 0.601611768820959 4.459694240267982 0.4772274447665833
Zeropoint AB|SDSS|SDSS_z 7261.917236187018 All 0.06654171291381361 0.003656525636113628 0.13652928799581338 -0.01439109929064285
Zeropoint AB|SDSS|SDSS_i 6108.0121041601315 All 1.3271049173791847 0.18787001485528698 4.321422262832054 -0.17824105945143526
Zeropoint AB|SDSS|SDSS_r 5036.809698542461 All 0.6655615422434003 0.260408966927379 -1.6166864004779002 -0.20411681178550284
Check All|All|All All All 1.806709796840661 1.0535472762397387 7.30095939061795 0.08047847423900234
