#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|SDSS|SDSS_g            3840.060518860417     All      -1.0380244241711103        0.5386086894036524         -0.04017898783452623      0.5117682710884145         
Zeropoint     AB|SDSS|SDSS_i            6084.9730283906365    All      1.246999793927998          0.11067043369870078        0.26314643826626394       -0.3583968398002668        
Zeropoint     AB|SDSS|SDSS_r            5017.811137586399     All      0.6867266896050687         0.3415282445967449         -0.3176071366179805       -0.12661583802116844       
Zeropoint     AB|SDSS|SDSS_z            7234.525695603403     All      0.10229136549465562        0.008286839727134065       0.09848785590795771       -0.02622530602870728       
Check         All|All|All               All                   All      0.9979934248566121         0.9990942074262321         0.0038481697217149086     0.0005302872382719585      
Lambda        AB|SDSS|SDSS_g            3840.060518860417     All      -0.00136745514717331       0.0004998547733776435      -0.001638029707872524     0.0005351465311310806      
Lambda        AB|SDSS|SDSS_i            6084.9730283906365    All      -0.00016452226471681938    -2.319424101354321e-05     -0.0001712655721698045    3.8392390982414645e-05     
Lambda        AB|SDSS|SDSS_r            5017.811137586399     All      -7.930147648252521e-05     -3.6090862715220824e-05    -0.0009850039950317978    -2.9881085847573923e-05    
Lambda        AB|SDSS|SDSS_z            7234.525695603403     All      -2.942553578659874e-05     -2.1841775863812076e-06    -2.516133849966411e-05    7.75057160448324e-06       
MWEBV         All|All|All               All                   All      -0.5558557574697822        -3.1019683983338098        0.11250143562655959       -0.8243322293756316        
Redshift      All|All|All               All                   All      5.617990869309094          0.8124704414244732         4.682985346093674         -1.356335972465729         
