#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          6665.362405697882     All      0.898676313906984          0.044855754211070575       0.6648251498548974         -0.2484493531484666       
Zeropoint     AB|DECam|DECam_r          4681.866533009594     All      -0.10477193381075178       0.5995062432647913         0.48637309479676594        0.2511111697272639        
Zeropoint     AB|DECam|DECam_i          5687.883061245163     All      0.7230986589426549         0.10642619477962967        -1.008981961542521         -0.24589674035646603      
Zeropoint     AB|DECam|DECam_g          3522.6522484342395    All      -0.5240964693356662        0.2490439163230107         -0.13616461369534427       0.2457608578444348        
Check         All|All|All               All                   All      0.9929065697032208         0.9998321085785022         0.006051669413797978       0.0025259340667660446     
Lambda        AB|DECam|DECam_z          6665.362405697882     All      -0.0005681537665389092     -4.713312624525907e-05     -0.0007332489131982448     0.0001369920323079774     
Lambda        AB|DECam|DECam_r          4681.866533009594     All      -0.00013640475688872128    -0.00012442137386157602    -0.0009763142262933397     -3.966503777688674e-05    
Lambda        AB|DECam|DECam_i          5687.883061245163     All      -0.0002948335720975522     -9.01807612371982e-05      -0.00035226916538174286    5.094199843747727e-05     
Lambda        AB|DECam|DECam_g          3522.6522484342395    All      -0.0010368895804265187     0.0004089458109142179      -0.0008140161185161085     0.0004346303528026156     
MWEBV         All|All|All               All                   All      -0.4589590030331081        -2.623805912201327         0.07431283222013585        -0.7018456192684236       
Redshift      All|All|All               All                   All      5.680537717578708          0.5779859085798478         3.858203739361632          -1.4898950803603637       
