#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_z          6665.362405697882     All      0.9690544100530833         0.04136257901841134        0.6500985961626238         -0.27316883497081196       
Zeropoint     AB|DECam|DECam_r          4681.866533009594     All      -0.1359035329275916        0.5536116567220972         0.4214852581914079         0.24340673290616016        
Zeropoint     AB|DECam|DECam_i          5687.883061245163     All      0.6877629780014084         0.12363213538115758        -0.987314949582768         -0.22781530642120199       
Zeropoint     AB|DECam|DECam_g          3522.6522484342395    All      -0.5275048957526735        0.2813372467548092         -0.07888951980164861       0.25994601898848757        
Check         All|All|All               All                   All      0.9934089593742268         0.9999436178764753         0.005379384969615084       0.0023686105026338167      
Lambda        AB|DECam|DECam_z          6665.362405697882     All      -0.0005746555570756635     -4.4047794171169826e-05    -0.0006677068943573098     0.00014303971282656099     
Lambda        AB|DECam|DECam_r          4681.866533009594     All      -9.062205394823938e-05     -8.866298687605464e-05     -0.0008176051070918945     -3.5847828208275186e-05    
Lambda        AB|DECam|DECam_i          5687.883061245163     All      -0.00025209853858107587    -6.876900984137575e-05     -0.00011396392060188847    5.463077251375941e-05      
Lambda        AB|DECam|DECam_g          3522.6522484342395    All      -0.0011381211577801637     0.0005376604693493225      -0.0005287599058087126     0.0005222610814441996      
MWEBV         All|All|All               All                   All      -0.4462372807228019        -2.633710515579679         0.009585669973495942       -0.7121042338991884        
Redshift      All|All|All               All                   All      5.241023846075037          -0.029676511354104207      1.7158748003077084         -1.6402688956960862        
