#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_g          3832.772248552544    All      -0.6639057702940669        0.6679484796446644         -0.09537390770974485       0.4295726464438099         
Zeropoint     AB|DECam|DECam_i          6188.621190139461    All      1.090156364481261          0.24626986377356275        0.3043888232487635         -0.26129812114743245       
Zeropoint     AB|DECam|DECam_r          5094.039051717958    All      0.014571648111962016       0.006561091130663499       -0.4665302214961087        -0.02342840303787147       
Zeropoint     AB|DECam|DECam_z          7252.153846993953    All      0.5568563553894983         0.07933765020986527        0.262936932658131          -0.14380988449689547       
Check         All|All|All               All                  All      0.9976785976886543         1.000117084758756          0.00542162670104096        0.0010362377616104923      
Lambda        AB|DECam|DECam_g          3832.772248552544    All      -0.0009015842932922632     0.0006580849661938447      -0.001471764267375322      0.0004423575097249801      
Lambda        AB|DECam|DECam_i          6188.621190139461    All      -0.0003213431156268492     -0.00010008310981376204    -0.0005690680751416446     4.667676857286054e-05      
Lambda        AB|DECam|DECam_r          5094.039051717958    All      -1.4864467147592804e-05    -1.347821020234122e-05     -0.00034985444010894644    -1.5160847345170714e-05    
Lambda        AB|DECam|DECam_z          7252.153846993953    All      -0.00015353745357622354    -5.8160308871620546e-05    -0.0005692777130340443     5.663224110403562e-06      
MWEBV         All|All|All               All                  All      -0.46618121816733815       -2.9860302091318403        0.1249420187753536         -0.8152221284665403        
Redshift      All|All|All               All                  All      4.891515641571422          1.2116322365905319         2.2091918309638414         -1.1000730046054867        
