#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5335.32556493111     All      3.602774603091838         -0.0002777496774797328    0.9585773201206571        -1.1308557849878789       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4455.383014324776    All      -2.606159401199111        1.0021384193668936        -0.963333993756188        1.1323521379222825        
Check         All|All|All                            All                  All      0.9966152018927271        1.001860669689414         -0.004756673635530895     0.0014963529344036441     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5335.32556493111     All      0.0011675438403047857     -4.520532359553482e-05    -0.000427179950901569     -0.0004140953801869171    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4455.383014324776    All      -0.0005134317157636999    -9.533422751882029e-05    -0.0028783417751216925    7.740933242087201e-06     
MWEBV         All|All|All                            All                  All      -0.12822506344378626      -2.4164437664506266       -0.007172141454070413     -0.7456681714612535       
Redshift      All|All|All                            All                  All      -1.1485621130505739       -0.18357150429189062      0.003724476472399818      0.3144953947998052        
