#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5335.32556493111     All      3.519440992861764         -0.008678129818484592     0.5107740813367238        -1.1264309685788656       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4455.383014324776    All      -2.52251390221563         1.010725128383072         -0.512791263051283        1.128008673472533         
Check         All|All|All                            All                  All      0.9969270906461339        1.0020469985645875        -0.002017181714559224     0.0015777048936673754     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5335.32556493111     All      0.0011009248772791721     -4.183569195091662e-05    -0.0004221772772964309    -0.0003910745459999022    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4455.383014324776    All      -0.0004296749158472161    -8.456947941738983e-05    -0.002420639898835318     4.3901531887256395e-06    
MWEBV         All|All|All                            All                  All      -0.12780097098948184      -2.4163893121066593       -0.007460256195260546     -0.7458014319921591       
Redshift      All|All|All                            All                  All      -1.1859913298180507       -0.09554740146775487      -0.33601751602807833      0.34019854353565115       
