Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53321.77848840048 0.9369020226436305
Redshift 0.495 0 F
Color 0.0015449715535387383 0.0734858035504383
X0 8.11642241658162e-06 3.6533150218059536e-07
X1 -0.8043689945087362 0.5705769965679508
RestFrameMag_0_UX 23.021303499854714 0.0
RestFrameMag_0_B 23.37027219166083 0.04887050208793887
RestFrameMag_0_V 23.352501149029248 0.0
RestFrameMag_0_R 23.348272322384418 0.0
CovDayMaxDayMax 0.8777854000337261 -1
CovDayMaxRestFrameMag_0_B 0.002796316128000811 -1
CovDayMaxX1 -0.24235951653214924 -1
CovDayMaxColor 0.004866121775184327 -1
CovRestFrameMag_0_BDayMax 0.002796316128000815 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.002388325974327237 -1
CovRestFrameMag_0_BX1 0.009570460044970485 -1
CovRestFrameMag_0_BColor 0.0022575872560150188 -1
CovX1DayMax -0.2423595165321493 -1
CovX1RestFrameMag_0_B 0.009570460044970489 -1
CovX1X1 0.3255581090125033 -1
CovX1Color -0.0014502195424578946 -1
CovColorDayMax 0.0048661217751843336 -1
CovColorRestFrameMag_0_B 0.0022575872560150183 -1
CovColorX1 -0.0014502195424579 -1
CovColorColor 0.00540016332345361 -1

dmu_estimate 0.2222056286521907
FirstPhase  -4.454373512025782
LastPhase  42.35325190603182
LatestNegPhase  -0.4028684953029071
EarliestPosPhase  0.9050244812866871
NightsNegPhase  2
NightsPosPhase  11

salt3source   1
salt2_version   salt3-f22
