#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4027.084405329831    All      -2.891187811416951        0.47423065430081124       -0.3843155574264099       1.0790772750326854        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4822.437557177757    All      3.8830656440440103        0.5278136824786728        0.38698271794746053       -1.0756466870379595       
Check         All|All|All                            All                  All      0.9918778326270598        1.002044336779484         0.002667160521050649      0.003430587994725842      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4027.084405329831    All      -0.0012396404589557317    0.00014950669995553617    -0.0016011499048564314    0.00038103896480323675    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4822.437557177757    All      -0.0006966230528053576    -0.0001159193881483243    -0.0005579931438915168    0.00016425361691983567    
MWEBV         All|All|All                            All                  All      -0.07276768784298437      -2.040413960320464        0.028232384565172568      -0.6396672429290069       
Redshift      All|All|All                            All                  All      3.703972640453714         0.0740321404279598        1.865953115448345         -1.0991221248238863       
