#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_z            7270.562143930441     All      0.08835173171093806        -0.0021559576321550367     0.0411490515642405        -0.02764503885302676      
Zeropoint     AB|SDSS|SDSS_i            6115.283352154126     All      1.2501979689118077         -0.06827777686968517       -0.652048417626392        -0.4585688530932602       
Zeropoint     AB|SDSS|SDSS_g            3859.1885375147303    All      -1.070342820793484         0.4572025026222448         -0.5675334712147636       0.47224535435156556       
Zeropoint     AB|SDSS|SDSS_r            5042.80573977357      All      0.7273398174594994         0.6111808604115865         1.174781155979375         0.014588293589987443      
Check         All|All|All               All                   All      0.9955466972887613         0.9979496285319911         -0.0036516812975400104    0.0006197559952660567     
Lambda        AB|SDSS|SDSS_z            7270.562143930441     All      -2.3307561502131743e-05    -1.145121872692577e-06     -3.013748832380028e-05    5.874138022501148e-06     
Lambda        AB|SDSS|SDSS_i            6115.283352154126     All      -0.0001604716875717834     -4.638495977182483e-05     -0.0005670949881250271    1.1854955839358257e-05    
Lambda        AB|SDSS|SDSS_g            3859.1885375147303    All      -0.0015030979060482253     0.0005658260798566263      -0.0010565310632395563    0.0006267684789058737     
Lambda        AB|SDSS|SDSS_r            5042.80573977357      All      -0.00015096543469689933    -0.00012261523811720701    -0.0020964736952754776    -8.432140054496682e-05    
MWEBV         All|All|All               All                   All      -0.5488611524450535        -3.13688582675713          0.038746425031668405      -0.841275704912944        
Redshift      All|All|All               All                   All      7.144144026799185          1.560941688497408          10.372783212570596        -1.3557430091790243       
