#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_i                             7116.959914734372     All      0.2052902215439452         -0.0058404383761256895     0.182885005031852          -0.06061088411423686       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4568.565576454831     All      -0.17478438025561355       0.18012736500434556        -0.10115605231466596       0.11109230165890875        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7255.771066363915     All      0.1463300628520649         0.002078989568232714       0.3051883517565912         -0.033368165828397134      
Zeropoint     AB|SDSS|SDSS_z                             8461.472078429706     All      0.09571669194837311        -0.008824096497761502      0.05376279308113574        -0.03165318755505506       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7230.518948716549     All      0.24747165495122425        -0.014576753884565363      0.28334481009177903        -0.07271341037564036       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4179.150079046621     All      -0.09870120908405641       0.08211209170694289        0.10907310251495606        0.06376427225913625        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5168.3301197376995    All      0.07491186663854718        0.0657487204949625         0.045983650690217814       -0.0009326990224836629     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    5955.540501638359     All      0.22905363746113855        0.01854053668077782        0.11231083335447867        -0.06355912593185575       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3417.7228518550173    All      -0.09881105553780013       0.05561958564888059        0.10145218789956445        0.05483048564459969        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5109.383568634609     All      0.12055525566579779        0.18178752204836002        -0.09562299627630111       0.01567814849925374        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4182.11198999608      All      -0.23651845811892186       0.18539428456474383        0.059243982513357274       0.14007464765081293        
Zeropoint     AB|SDSS|SDSS_r                             5868.811670863747     All      0.3283032766496719         0.02448652780939753        -0.5125799655500085        -0.12183720003929172       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              5913.794204305074     All      0.4446798012145958         0.031633707484957085       -0.23776137308810785       -0.14515289962303243       
Zeropoint     AB|SDSS|SDSS_u                             3415.5879143637703    All      -0.10523713117998242       0.05766427822484488        0.05879425262869109        0.055686065802917906       
Zeropoint     AB|SDSS|SDSS_g                             4491.319296794291     All      -0.18304282762761231       0.14024406193646755        -0.36485485013439956       0.08902337950998929        
Check         All|All|All                                All                   All      0.9952174071213721         0.9961963824144604         6.373219914035388e-05      0.000321728535625565       
Lambda        AB|SDSS|SDSS_i                             7116.959914734372     All      -0.0001178822648787477     4.816483356215696e-06      -0.00018470651361342566    3.1724415592809146e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4568.565576454831     All      -7.280318305381702e-05     -8.742616883305165e-06     -0.00038899735796351194    3.5074684460946987e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7255.771066363915     All      -7.479954251494749e-05     5.706311540342214e-07      -0.0001457247432793265     1.8047519166030612e-05     
Lambda        AB|SDSS|SDSS_z                             8461.472078429706     All      1.042970441098273e-06      1.3829360440111313e-08     2.3964951198246297e-05     7.342205972317856e-07      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7230.518948716549     All      -0.00013097944842644266    -6.6408511048833375e-06    -0.0004312637954343885     2.1255849298712743e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4179.150079046621     All      -4.567516699533248e-05     2.785919706085029e-05      -1.3301557332093222e-05    2.3358974169930293e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5168.3301197376995    All      8.199359526318812e-06      1.0955396332959135e-05     -5.153705427445055e-05     -1.4021301722994798e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    5955.540501638359     All      -4.238661965687163e-05     -6.538326805542544e-06     -3.22625397531984e-05      1.0237239382782054e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3417.7228518550173    All      -0.00021867853365560073    0.00011204842085166036     0.00022912241342383082     0.00011795333066655567     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5109.383568634609     All      -6.217891488779646e-05     -1.1502129698858474e-05    -0.0007982245465144889     -1.9113999245455045e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4182.11198999608      All      -0.0001185376264747919     4.2743122406277274e-05     -0.00025460868832277933    4.117242950516235e-05      
Lambda        AB|SDSS|SDSS_r                             5868.811670863747     All      -6.571721823577083e-05     -2.8791706496385045e-06    5.7266436609971495e-05     2.3023957459836617e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              5913.794204305074     All      -0.00010749454471757421    -1.2201563066610643e-05    -0.00028768556268685103    1.8201973798978822e-05     
Lambda        AB|SDSS|SDSS_u                             3415.5879143637703    All      -6.18765131522115e-05      2.797641291454279e-05      5.9693506411019875e-05     3.193190112217069e-05      
Lambda        AB|SDSS|SDSS_g                             4491.319296794291     All      -3.0139661300349635e-05    -2.7336793657571413e-05    -0.0002897522463346097     -1.20173257671216e-05      
MWEBV         All|All|All                                All                   All      -0.9195397242755647        -3.7676097285674004        0.20084617554347872        -0.9187472567564754        
Redshift      All|All|All                                All                   All      7.252349929270535          0.6035302906838069         8.146768373510671          -1.8021864402005754        
