#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_i                             7116.959914734372     All      0.24290496118158697        -0.010838233661836227      0.20546159587588927        -0.07348369909069263       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4568.565576454831     All      -0.17698619926326384       0.18845797478768134        -0.08469483864927713       0.11525764858501442        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7255.771066363915     All      0.1245654575421648         -0.0018300106217949974     0.19881915276836548        -0.03229877662367874       
Zeropoint     AB|SDSS|SDSS_z                             8461.472078429706     All      0.1020607116230372         -0.011610016954399782      0.051321936763220374       -0.034736033628949774      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7230.518948716549     All      0.22799424480663924        -0.019330088662528055      0.17300981360905918        -0.07284103876375446       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4179.150079046621     All      -0.06797989488120296       0.06248477506138883        0.09523757846507856        0.04674665087697315        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5168.3301197376995    All      0.06056533945642597        0.05430927983827161        0.0876139816554069         0.001872005168936932       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    5955.540501638359     All      0.19798478629273053        0.01642702519166761        0.11861252200657621        -0.053846203773994135      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3417.7228518550173    All      -0.09278616359089856       0.05223887259262483        0.07329636465319442        0.050510305583391216       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5109.383568634609     All      0.11696185372176329        0.2087928062620037         -0.05371335394009373       0.02751538210112298        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4182.11198999608      All      -0.23578315392641422       0.19101736769719935        0.06642479687087649        0.14198720481919339        
Zeropoint     AB|SDSS|SDSS_r                             5868.811670863747     All      0.33687076222232665        0.03296780034034441        -0.4520822740015922        -0.11916554834534215       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              5913.794204305074     All      0.44572374789554176        0.03225335121967987        -0.21553143103911435       -0.14429908883655393       
Zeropoint     AB|SDSS|SDSS_u                             3415.5879143637703    All      -0.10400080025081349       0.05614344399198501        0.03635957260710327        0.05378680967100054        
Zeropoint     AB|SDSS|SDSS_g                             4491.319296794291     All      -0.18327207066875606       0.14533902750706318        -0.2983214962438513        0.09372672742358684        
Check         All|All|All                                All                   All      0.9948235821608674         0.9968233745893507         0.0018139214008415228      0.0007323451662536035      
Lambda        AB|SDSS|SDSS_i                             7116.959914734372     All      -0.0001248730019517111     7.5127969706779534e-06     -0.0001850508093792456     3.4864442357469845e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4568.565576454831     All      -8.019170934884506e-05     2.049724532436386e-06      -0.0004459821399271157     6.886606094875108e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7255.771066363915     All      -5.6398120961117924e-05    1.9677348255095706e-06     -8.433638302335395e-05     1.524813397798958e-05      
Lambda        AB|SDSS|SDSS_z                             8461.472078429706     All      -4.739273486415592e-06     9.735418425774142e-08      1.13869963139906e-05       2.0835980995733048e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7230.518948716549     All      -0.00010536157745068113    -5.917924656055264e-06     -0.00034686760228295544    1.6912961329596402e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4179.150079046621     All      -3.613104980121132e-05     2.742909974635977e-05      1.3448892147344126e-05     2.130379406246164e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5168.3301197376995    All      1.0269161099916359e-05     1.0496605320828768e-05     -4.3527837002885436e-05    -1.8683613838706499e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    5955.540501638359     All      -2.722422982794513e-05     -2.5612951379362628e-06    -3.174695764020258e-05     6.6168083040068774e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3417.7228518550173    All      -0.000213295814910489      0.00010928715744212177     0.00013901733380105794     0.00011127959188382922     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5109.383568634609     All      -4.976092040387544e-05     -1.025274949394141e-05     -0.0007550385201147154     -2.0824790340645596e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4182.11198999608      All      -0.00015312638873529337    6.773190125992324e-05      -0.0002747437171465449     5.968026082936155e-05      
Lambda        AB|SDSS|SDSS_r                             5868.811670863747     All      -6.458834086431862e-05     3.259033789146399e-06      4.7711457327453086e-05     2.4229265246686023e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              5913.794204305074     All      -6.982187205852375e-05     -9.847496940125906e-06     -0.00023844079517227265    8.895109504819702e-06      
Lambda        AB|SDSS|SDSS_u                             3415.5879143637703    All      -6.27227428269182e-05      2.935800169796253e-05      4.501166729583464e-05      3.200239183857006e-05      
Lambda        AB|SDSS|SDSS_g                             4491.319296794291     All      -6.799427037560207e-05     -6.62702305406447e-06      -0.0003907412580590364     2.552343637605738e-06      
MWEBV         All|All|All                                All                   All      -0.9173355278345441        -3.7678881247851237        0.17151386066349575        -0.9208648853549449        
Redshift      All|All|All                                All                   All      6.90157330586737           0.3484892196736311         8.50751406549557           -1.7549037977918065        
