#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5328.638085132432    All      -1.9361966280970133       2.0459021034808345        -0.14439363407015304      1.2906569393192955        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6381.049375657609    All      2.933128249892614         -1.041480525388394        0.14589070664406115       -1.2881504066680038       
Check         All|All|All                            All                  All      0.9969316217956005        1.0044215780924404        0.0014970725739081037     0.0025065326512916375     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5328.638085132432    All      -3.127445774434525e-05    -5.435414943703412e-05    -0.0005208201082132701    -3.075962427293384e-05    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6381.049375657609    All      -0.0009521296523734024    0.0003427106112832787     7.881492352534861e-05     0.0004252892209054247     
MWEBV         All|All|All                            All                  All      -0.5497331466858029       -3.0652392317213284       -0.0023231614252965135    -0.8194867616126356       
Redshift      All|All|All                            All                  All      3.599585517068108         0.8083388565966132        -5.0484818407898535       -1.1344914243191222       
