#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           3992.6845647847726    All      -1.4889903657602153        0.2859935104984501         -1.8393817606321416        0.49608748373031336       
Zeropoint     AB|MEGACAMPSF|z           5624.785399664982     All      0.8027402472831274         0.08376281493163162        0.6911377558217857         -0.20335229961039453      
Zeropoint     AB|MEGACAMPSF|i           4882.054073971265     All      1.8721633046813517         0.5540642921403105         0.6445068111957108         -0.4005868336831364       
Zeropoint     AB|MEGACAMPSF|g           3129.223399384734     All      -0.19078865457573693       0.07767977319872443        0.5345351121913255         0.11130284630119641       
Check         All|All|All               All                   All      0.9951245316285268         1.0015003907691167         0.03079791857668046        0.0034511967379788344     
Lambda        AB|MEGACAMPSF|r           3992.6845647847726    All      -0.001184328985602212      0.000166832115416642       -0.0019118190601623787     0.0003548019184940091     
Lambda        AB|MEGACAMPSF|z           5624.785399664982     All      -0.00010493033891859688    -1.3996436318472608e-05    -0.00011930786599238403    2.429600161536406e-05     
Lambda        AB|MEGACAMPSF|i           4882.054073971265     All      -5.23172462318998e-05      -0.00012950712576985973    -0.0014796660804867073     -9.117398454874231e-05    
Lambda        AB|MEGACAMPSF|g           3129.223399384734     All      -0.0006612532379929658     0.0002623866538023596      0.0017652011537889743      0.00037963271982554235    
MWEBV         All|All|All               All                   All      -0.2497528801825586        -2.1595448324189803        0.4030478814131433         -0.6040958933168799       
Redshift      All|All|All               All                   All      2.3772902977187402         0.15230025163965877        -0.23374147818369106       -0.7351832666417742       
