#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4392.801850105136    All      -0.23311476026681488       0.17017688784792817        -0.028957935050699657      0.13007309804977107        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5366.160931140279    All      0.17465746604769666        0.0959426816663278         0.010966102394133204       -0.0251506281281344        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7622.892482712019    All      0.09229441669754822        -0.015761104713041263      0.02668972713056883        -0.034006198304137314      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7878.513600525046    All      0.07355166593262533        -0.01327916732019041       0.022462049615690205       -0.027281280930119278      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6358.651425195549    All      0.2676147432740947         -0.032274652674946225      -0.017889496087264423      -0.09848216837556878       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6261.152259227366    All      0.3288237327445336         -0.03140781120527514       0.024687172460496898       -0.11623759000740086       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6359.883182577448    All      0.21085906524313042        -0.029823123182737277      -0.07941374847424965       -0.08194197783936152       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4798.724511582538    All      -0.15978025410735008       0.22879573636505057        0.06788516393585464        0.12960138694840806        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6211.724168064831    All      0.33611391191194373        -0.029906062344497997      0.016383934193764382       -0.11849360758042216       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3589.903690453156    All      -0.11486104468915945       0.05331146225939776        -0.039088325721037265      0.053034985773542376       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7594.783949143377    All      0.09249088692256933        -0.015536578426189607      0.030276294351211375       -0.03383700749923224       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4447.666162753728    All      -0.18957738196662122       0.1284229725918351         -0.08257403173168032       0.09989827759323           
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5421.381919685599    All      0.20280471251288368        0.086557477470528          0.04684853287711954        -0.035774914018954496      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4414.543732431514    All      -0.14053061872323253       0.10577316094844136        -0.01319651964959978       0.0796403441301885         
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8213.514386292782    All      0.05338074961560063        -0.011197802686169211      0.0037513296242686067      -0.02086795444405376       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5375.91461330881     All      0.12460841600136013        0.06683217184138002        0.035776046551988516       -0.017223102860702832      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5379.040951471299    All      0.11938985494380862        0.061519398855924834       -0.006711533340331144      -0.019149816337299397      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4379.228946506797    All      -0.25759382482086          0.18251839405465375        -0.02917686645272921       0.1420569994043941         
Check         All|All|All                                All                  All      0.9811317372737569         1.0006640413484202         -0.011282103372495245      0.005858845574147065       
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4392.801850105136    All      -0.00015567381014346547    6.860220594550803e-05      -0.00023273719509040217    6.266808480833499e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5366.160931140279    All      2.7141071751589936e-05     6.679223912757451e-06      -0.00041810798147137924    -2.5323335928472784e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7622.892482712019    All      -2.1760607921248364e-05    2.2339754799376403e-06     -2.001379535167388e-05     6.922701445604782e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7878.513600525046    All      1.234737445083028e-05      4.4229905291509965e-07     3.3280744330773564e-05     -2.392707955895505e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6358.651425195549    All      -6.311563286851537e-05     -7.659230431029161e-06     -0.00015512702171349772    1.114136822890457e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6261.152259227366    All      -7.741810909311477e-05     -3.516411193618514e-06     -0.00017244348114391937    1.6376853740318994e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6359.883182577448    All      -3.94108112134123e-05      -1.1051468224212584e-05    -0.00013300779548522433    3.302043976457322e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4798.724511582538    All      -9.125630000598285e-05     1.1321603471128187e-05     -0.00047984511354764016    1.1999714306542126e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6211.724168064831    All      -4.396081641348748e-05     -1.1817756420053556e-05    -0.00017611524979996288    2.6108373846381145e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3589.903690453156    All      -0.0002701964493881838     0.00010676154567987988     -0.00018692803525935378    0.000114445880859131       
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7594.783949143377    All      -2.4609548186705137e-05    1.9903438792557886e-06     -2.768146457039629e-05     7.4291633289304995e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4447.666162753728    All      -0.00013171528895429723    6.545550519868206e-05      -0.00016291982229472084    5.6954650976743495e-05     
