#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4392.801850105136    All      -0.23944112884236257       0.16355145683735195        -0.050331049296407936      0.1290218996501976         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5366.160931140279    All      0.17630145881044368        0.09007348457847897        0.01572216287873027        -0.02738568010344582       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7622.892482712019    All      0.10023580699553003        -0.016645152728456125      0.027633931305818052       -0.036838798415338464      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7878.513600525046    All      0.08137802603911348        -0.01420332167674232       0.023355044618347764       -0.03009176110851536       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6358.651425195549    All      0.2838155296683012         -0.03256409528433757       -0.011193840686712168      -0.10355478212596689       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6261.152259227366    All      0.32828463571398275        -0.02911748582592466       0.04020313591949784        -0.11462354785633103       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6359.883182577448    All      0.22225333203041248        -0.03271739423107434       -0.10082988804494515       -0.08755192863962355       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4798.724511582538    All      -0.16789576600738826       0.22469376073979141        0.05773178803931552        0.13045562922103124        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6211.724168064831    All      0.3346125751818796         -0.02846715409559053       0.01814808092314045        -0.1174571472934853        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3589.903690453156    All      -0.1306235451572249        0.060817680730007595       -0.028003071381436012      0.06110905703842859        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7594.783949143377    All      0.09975517476006868        -0.016271948932988778      0.029950601201697968       -0.0364572935923208        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4447.666162753728    All      -0.20878600043358006       0.13836572313001838        -0.07619259828703817       0.10967861159552907        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5421.381919685599    All      0.2044567870145762         0.08249555973751654        0.06264195053178932        -0.036931361581174105      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4414.543732431514    All      -0.15378943512420068       0.11132844238250783        -0.018600042452960514      0.08552758035526155        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8213.514386292782    All      0.05545071226582544        -0.010777259916583404      0.00793676454383286        -0.02121844802602728       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5375.91461330881     All      0.13552998617068335        0.06731845903118483        0.03754851648891092        -0.02054312064511978       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5379.040951471299    All      0.13704247242916423        0.06448653890371858        0.012969473418489145       -0.02305508653651878       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4379.228946506797    All      -0.26299823739669564       0.1739142467328314         -0.04836334612872687       0.1401585360618539         
Check         All|All|All                                All                  All      0.995582384118529          0.9962815401117098         0.0003276135913432912      0.00024235799843480565     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4392.801850105136    All      -0.00010806717599688995    2.9293031141958413e-05     -0.00021919699970125681    3.496098312044827e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5366.160931140279    All      1.755146689083955e-05      -1.055916003977833e-05     -0.00036269565059044004    -2.5341997088439144e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7622.892482712019    All      -2.536319362884409e-05     2.9861879610587436e-06     -1.9704085454566637e-05    8.355023414536549e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7878.513600525046    All      5.15075943145274e-06       1.0290383033944132e-06     2.2585695765142492e-05     -3.3468430235628855e-07    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6358.651425195549    All      -8.392809245709877e-05     -2.179563688387627e-06     -0.0001331635542509373     2.0685707438544864e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6261.152259227366    All      -0.00010773292594697849    1.7424290168109469e-06     -0.00013784661234323578    2.9508263541617636e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6359.883182577448    All      -5.583574045243096e-05     -6.800606260929255e-06     -0.00011036057813417892    1.1047470679843385e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4798.724511582538    All      -4.90754502668522e-05      -4.2528159796431516e-05    -0.0004163987600667276     -1.6449296305772315e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6211.724168064831    All      -7.847740890817727e-05     -3.002464175059368e-06     -0.00012012726071395993    1.9223944630392637e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3589.903690453156    All      -0.00019726020234177045    6.321513192620681e-05      -0.00015931751993665752    7.773577655917108e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7594.783949143377    All      -2.7135678822508997e-05    2.9693416836434674e-06     -2.19840244110232e-05      8.825149564118009e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4447.666162753728    All      -9.733075040080049e-05     3.77195080969201e-05       -0.000161402327510043      3.6787667631545505e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5421.381919685599    All      1.8316039959466155e-05     -8.439375560017558e-06     -0.00023028772881708586    -1.8991802725545433e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B             4414.543732431514    All      -6.49416765486084e-05      1.6906849730399332e-05     -0.0001412750812451598     2.0356299722612648e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             8213.514386292782    All      -5.956598187901644e-06     5.891469789636596e-07      -4.260825656866918e-06     1.9420234696659726e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5375.91461330881     All      1.416101412263364e-05      -2.1451228948111817e-06    -0.00019704993127275195    -1.4104878697658581e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5379.040951471299    All      3.0386243984921622e-05     6.945921969687015e-06      -9.861308663132929e-05     -1.2035933186881668e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4379.228946506797    All      -0.00011860106952997885    4.2983080521169524e-05     -0.00018469004575918238    4.4391405140762344e-05     
MWEBV         All|All|All                                All                  All      -0.963635253210338         -4.064636903046193         0.00453446648380456        -1.0098959048624019        
