#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_r
@MAGSYS  Linear_AB11_off
54392.1  14.0  0.009
54394.09  13.815  0.007
54395.09  13.751  0.007
54398.0  13.643  0.01
54400.09  13.603  0.005
54403.06  13.619  0.008
54407.11  13.826  0.006
54409.07  13.968  0.009
54411.08  14.11  0.008
54413.09  14.248  0.004
54417.13  14.345  0.008
54421.05  14.372  0.006
54426.06  14.483  0.006
54428.07  14.559  0.004
54430.05  14.681  0.008
54435.04  15.031  0.005
54440.06  15.284  0.005
54443.13  15.394  0.005
54445.05  15.463  0.009
54449.05  15.599  0.005
54455.03  15.809  0.006
54456.05  15.836  0.009
54457.03  15.875  0.007
54466.03  16.157  0.007
54470.05  16.283  0.008
