#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_B
@MAGSYS  Linear_AB11_off
54392.1  14.35  0.008
54394.09  14.148  0.013
54395.09  14.087  0.009
54398.0  14.022  0.012
54400.09  14.024  0.011
54403.06  14.118  0.01
54407.11  14.352  0.008
54409.07  14.52  0.009
54411.08  14.718  0.008
54413.09  14.929  0.007
54417.13  15.368  0.009
54421.05  15.747  0.009
54426.06  16.189  0.01
54428.07  16.352  0.013
54430.05  16.497  0.011
54435.04  16.772  0.01
54440.06  16.916  0.011
54443.13  16.979  0.012
54445.05  17.0  0.011
54449.05  17.021  0.012
54455.03  17.121  0.015
54456.05  17.182  0.017
54457.03  17.158  0.023
54466.03  17.258  0.023
54470.05  17.345  0.014
