#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_V
@MAGSYS  Linear_AB11_off
58437.85325  16.687  0.028
58437.85515  16.664  0.03
58438.78803  16.406  0.03
58438.78993  16.41  0.03
58440.0262  16.277  0.029
58440.02809  16.281  0.028
58441.48597  15.894  0.028
58441.48787  15.91  0.03
58443.09721  15.7  0.029
58443.09911  15.707  0.028
58445.7805  15.429  0.027
58445.7824  15.422  0.029
58449.82079  15.332  0.035
58449.82248  15.336  0.033
58456.0909  15.323  0.027
58456.09279  15.447  0.028
58457.81522  15.423  0.032
58464.06325  15.828  0.029
58464.06513  15.834  0.028
58471.04881  16.212  0.03
58471.05066  16.202  0.033
