#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           4425.671435321109     All      1.1668954376755398         0.4007511723528978        0.551737961836074         -0.2249368614172964       
Zeropoint     AB|MEGACAMPSF|i           3842.210779066183     All      0.7299154322509918         0.6836760029576894        -1.1208127780973687       -0.06507842993245666      
Zeropoint     AB|MEGACAMPSF|r           3142.0037396729845    All      -0.8880798728004409        -0.08413376977909337      0.5703469356407531        0.2873236590241468        
Check         All|All|All               All                   All      1.008730997126091          1.0002934055314938        0.0012721193794584806     -0.0026916323256062635    
Lambda        AB|MEGACAMPSF|z           4425.671435321109     All      -0.00014175271173137908    -7.287983510689624e-05    -0.0004266044525366236    3.3967643736043653e-06    
Lambda        AB|MEGACAMPSF|i           3842.210779066183     All      0.00022985028971216754     0.00040138023253159766    -0.0021441416139620748    -3.981024700109907e-05    
Lambda        AB|MEGACAMPSF|r           3142.0037396729845    All      -0.0011543458912803676     -7.388812437471606e-05    0.0010308559503858239     0.00039794300720146896    
MWEBV         All|All|All               All                   All      -0.6211828436530298        -1.5829047595802948       0.07178278925570325       -0.31006113153069503      
Redshift      All|All|All               All                   All      4.667203067903413          1.0178287544160725        -0.7946737530462711       -1.2241839145454985       
