#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          7542.24000087371     All      0.5130799999646867         -0.018313532423697154      0.38182172094423095        -0.15605340606482873      
Zeropoint     AB|DECam|DECam_g          3986.083138494646    All      -0.642979477182338         0.6301415735940452         -0.03898129260138106       0.41295785462214796       
Zeropoint     AB|DECam|DECam_i          6436.166037745039    All      1.0682057513856726         0.0815747235854758         0.01965766237084221        -0.3205009537639712       
Zeropoint     AB|DECam|DECam_r          5297.800613786676    All      0.05842092121242873        0.3052622865023835         -0.3663534535981672        0.0640556814811094        
Check         All|All|All               All                  All      0.99672719538045           0.9986650512582074         -0.0038553628844750776     0.00045917627445740683    
Lambda        AB|DECam|DECam_z          7542.24000087371     All      -0.00010143049402006473    -1.1655782959260539e-05    -0.00025377948969697084    1.7917563834631658e-05    
Lambda        AB|DECam|DECam_g          3986.083138494646    All      -0.0005760099144161818     0.00048504869932017796     -0.0004740563300091419     0.00032446674153912295    
Lambda        AB|DECam|DECam_i          6436.166037745039    All      -0.00032687957580819173    -7.611296487840773e-05     -0.0006389732980523533     5.3168491562414196e-05    
Lambda        AB|DECam|DECam_r          5297.800613786676    All      -3.270481452525634e-05     7.729270450340214e-05      -0.00047166654872010124    1.4781498975245802e-05    
MWEBV         All|All|All               All                  All      -0.48632109017048775       -3.1865096032644757        0.06645514806826736        -0.8765746442373407       
Redshift      All|All|All               All                  All      6.26628974464175           -0.3309117800412764        -2.701594938120344         -2.269485352184206        
