#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_g          3967.2225721679456    All      -0.736690739522772         0.5544551850823254         -0.17557994579626307       0.4127333785117294         
Zeropoint     AB|DECam|DECam_r          5272.733520003055     All      0.24871320904866712        0.5499106831997835         0.32123867238516385        0.1124453329862814         
Zeropoint     AB|DECam|DECam_i          6405.712649738087     All      1.0121139973837319         -0.04989469297278504       -0.4507484071120071        -0.3660460006940919        
Zeropoint     AB|DECam|DECam_z          7506.55310904383      All      0.4710105523690547         -0.0551998854122715        0.3057053014045218         -0.15776182784654944       
Check         All|All|All               All                   All      0.9951470192786818         0.9992712898970524         0.0006156208814154795      0.0013708829573695624      
Lambda        AB|DECam|DECam_g          3967.2225721679456    All      -0.0007440091341003839     0.0004684646273511934      -0.0005615851981708457     0.00036988162517986043     
Lambda        AB|DECam|DECam_r          5272.733520003055     All      -1.4678336386172966e-05    9.176491262366366e-05      -0.0008947400500539406     -5.256070960115061e-06     
Lambda        AB|DECam|DECam_i          6405.712649738087     All      -0.0004383404267021299     -1.7295008676061147e-05    -0.0006829444523146857     0.00010667167037751038     
Lambda        AB|DECam|DECam_z          7506.55310904383      All      -4.428399895416692e-05     -1.870290269677486e-05     -0.00021374521621331922    -1.2058626592288854e-06    
MWEBV         All|All|All               All                   All      -0.48121234404691027       -3.1715041676445566        0.0720118998705396         -0.8731029945652713        
Redshift      All|All|All               All                   All      5.8048812001142815         0.061454528770354955       0.016645293297137164       -1.870080216990951         
