#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_r            4992.9224830036555    All      0.608320597251628          0.2952326231451252         -2.401806106797734        -0.20916462890481838      
Zeropoint     AB|SDSS|SDSS_z            7198.641999272324     All      0.15301979815359407        0.01724370805202824        0.443864492726162         -0.024419105732274154     
Zeropoint     AB|SDSS|SDSS_i            6054.79118461527      All      1.5345688594610967         0.17632112532144362        1.5746794240450281        -0.3721552615783337       
Zeropoint     AB|SDSS|SDSS_g            3821.0135804224906    All      -1.2927100086904293        0.5108637013956141         0.4321095150457761        0.6067663562369103        
Check         All|All|All               All                   All      1.00319924617589           0.9996611579142112         0.0488473250192325        0.0010273600214840695     
Lambda        AB|SDSS|SDSS_r            4992.9224830036555    All      -0.0002952205586687102     -0.00012163222475481932    -0.002215834935642199     -4.233910497364509e-05    
Lambda        AB|SDSS|SDSS_z            7198.641999272324     All      6.009540265067563e-06      2.1085830773420784e-06     0.0002242587437246126     8.736967655552587e-06     
Lambda        AB|SDSS|SDSS_i            6054.79118461527      All      -0.00047012119755563417    -5.1735345033053105e-05    -0.0017707746050809972    5.7260498901134994e-05    
Lambda        AB|SDSS|SDSS_g            3821.0135804224906    All      -0.0013172541861897718     0.0005032339423955851      -0.0012000560506416917    0.0005394398858786467     
MWEBV         All|All|All               All                   All      -0.5895228270921415        -3.0811184221565924        -0.047566879788662336     -0.8137173477509765       
Redshift      All|All|All               All                   All      5.191805225009485          0.8421681137564363         6.610448665476051         -1.1218259426979904       
