#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_i
@MAGSYS  Linear_AB11_off
54046.18  15.467  0.009
54048.32  14.951  0.008
54049.28  14.804  0.014
54052.25  14.547  0.016
54056.24  14.528  0.009
54060.28  14.83  0.016
54065.26  15.312  0.015
54066.33  15.434  0.01
54068.26  15.554  0.015
54071.17  15.825  0.019
54073.23  15.951  0.013
54076.22  16.145  0.015
54080.27  16.377  0.011
54084.18  16.572  0.013
54087.13  16.715  0.026
54092.18  16.947  0.028
54096.16  17.067  0.022
54099.13  17.177  0.019
54100.16  17.242  0.023
54104.22  17.352  0.023
54106.15  17.437  0.021
54108.15  17.497  0.035
54110.11  17.582  0.034
54118.18  17.725  0.037
54123.13  17.863  0.039
54130.06  18.107  0.04
54133.1  18.168  0.04
54136.12  18.268  0.044
54143.07  18.487  0.058
54147.07  18.635  0.055
