#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|SWOPE|SWOPE_V-LC-9844 5370.485538634665 All -1.898698049655868 -0.07136580996700648 -12.88897406548141 0.02004651228596363
Zeropoint Linear_AB11_off|SWOPE|SWOPE_r 6216.7302178712 All -2.651010056059895 -1.0099265913933593 -16.17475954381585 -0.18725035597271533
Zeropoint Linear_AB11_off|SWOPE|SWOPE_B 4396.342024178574 All -2.0945652451765766 -0.2224144617108843 -7.603361262594413 0.27051800993168
Zeropoint Linear_AB11_off|SWOPE|SWOPE_u 3592.7968061466804 All -1.992135461264383 -0.556405849158844 -8.759597620687108 0.07676375832944787
Zeropoint Linear_AB11_off|SWOPE|SWOPE_g 4802.591820120726 All -1.897324746933498 0.5631929658060031 -14.527741593088738 0.15316518387177325
Zeropoint Linear_AB11_off|SWOPE|SWOPE_i 7600.904611569677 All -0.5709405718901268 0.9163614583377901 -10.454329355147632 0.017934497906414132
Check All|All|All All All -11.104674130980346 -0.38055828808630077 -70.40876344081515 0.35117760635256356
