#Format:      
#Parameter    MagSys|Instrument|Band                   RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5370.485538634665     All      0.6316043424676065         0.29261420187807197        0.5283040228938756         -0.08684445910523571      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r            6216.7302178712       All      1.0013035981073348         -0.24908633488376353       -1.1784117103242557        -0.459880240164665        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B            4396.342024178574     All      -0.48899263611702243       0.39507493911408176        0.2814812662612975         0.30053111032863256       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u            3592.7968061466804    All      -0.29463327446719445       0.12624157280090031        -0.2550048348270484        0.12571308954292806       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g            4802.591820120726     All      -0.26101622960245696       0.4581813300416737         0.2185074919896116         0.2440172918718917        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i            7600.904611569677     All      0.4075669439990033         -0.024049363751110775      0.4144238822002542         -0.12209779670641017      
Check         All|All|All                              All                   All      0.995832744387271          0.9989763451998535         0.00930011819373483        0.0014389957671413905     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5370.485538634665     All      0.0005028212149075536      0.0002506938511324676      -0.00014686028791508662    -8.86798772701801e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r            6216.7302178712       All      4.1809929142584736e-05     4.883519686296771e-05      0.0007037537379505716      3.3693657921697493e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B            4396.342024178574     All      -0.00043540974194063707    0.00034597822600421186     0.00030937938558920833     0.000268329949110935      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u            3592.7968061466804    All      -0.0008126306876741862     0.0003418759417320547      -0.0007933338248406084     0.00034065794638536733    
Lambda        Linear_AB11_off|SWOPE|SWOPE_g            4802.591820120726     All      -0.00024858008617060384    0.00041283764558081124     0.00023842423088980602     0.00022608529361020147    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i            7600.904611569677     All      -9.779620043526962e-05     -1.2975896338095445e-05    -0.00018968307405671438    1.9164079137265244e-05    
MWEBV         All|All|All                              All                   All      -1.0303617553514175        -4.035838200683273         -0.02455134081946345       -0.980078169063232        
Redshift      All|All|All                              All                   All      8.042151250711212          -5.080301828836742         -5.9072276448254275        -4.538027122765159        
