#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_i 6689.48399778799 All 0.8102192944960982 0.08905179560847465 2.776976249487667 -0.11098428426964597
Zeropoint AB|SDSS|SDSS_g 4221.550904433214 All -0.500640935788097 0.7470130830368014 2.7289129335678273 0.5281808113106485
Zeropoint AB|SDSS|SDSS_z 7953.238846996935 All 0.08483971291976349 -0.003352186086109654 0.025193884174186776 -0.027602715594139918
Zeropoint AB|SDSS|SDSS_r 5516.305027515349 All 0.48359440167094 0.11598210258707553 -2.7919809005989555 -0.24433670438629362
Zeropoint AB|SDSS|SDSS_u 3210.4326805144406 All 0.05360312144442522 0.07706193231533476 1.5965890914162677 0.07888974475405154
Check All|All|All All All 0.9316155947431296 1.0257567274615766 4.335691258046993 0.22414685181462057
